2018-09-14 13:39:18,991 [1] DEBUG ASP._global_asax [(null)] - Application_Start
2018-09-14 13:39:19,074 [1] DEBUG IEMS.Frame.WebGlobal.PluginManager [(null)] - PRIVATE_BINPATH=bin;
2018-09-14 13:39:19,089 [1] DEBUG ASP._global_asax [(null)] - SetPRIVATE_BINPATH
2018-09-14 13:39:19,103 [1] DEBUG ASP._global_asax [(null)] - new Routes().Registe();
2018-09-14 13:39:20,688 [5] DEBUG MSTL.DbAccess.DbVersion [(null)] - DbMapper：Frame>>Default
2018-09-14 13:39:20,713 [5] DEBUG MSTL.DbAccess.DbVersion [(null)] - DbMapper：Main>>Default
2018-09-14 13:39:20,734 [5] DEBUG MSTL.DbAccess.DbVersion [(null)] - DbMapper：JHWMS>>Default
2018-09-14 13:39:20,787 [5] ERROR IEMS.Frame.DbRI.SspPageMenuService [(null)] - 获取SQL语句出现异常:未将对象引用设置到对象的实例。
2018-09-14 13:39:20,804 [5] DEBUG IEMS.Frame.DbRI.SspPageMenuService [(null)] - 
2018-09-14 13:39:26,205 [12] ERROR IEMS.Frame.DbRI.SspPageMenuService [(null)] - 获取SQL语句出现异常:未将对象引用设置到对象的实例。
2018-09-14 13:39:26,225 [12] DEBUG IEMS.Frame.DbRI.SspPageMenuService [(null)] - 
2018-09-14 13:39:26,419 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Global.asax
2018-09-14 13:39:26,445 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Index.htm
2018-09-14 13:39:26,469 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Logout.htm
2018-09-14 13:39:26,494 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： NoPermit.aspx
2018-09-14 13:39:26,519 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Web.config
2018-09-14 13:39:26,540 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Web.Debug.config
2018-09-14 13:39:26,562 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： website.publishproj
2018-09-14 13:39:26,590 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.WebSite.Publish.pubxml
2018-09-14 13:39:26,619 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.WebSite.Publish.pubxml
2018-09-14 13:39:26,648 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： vssver2.scc
2018-09-14 13:39:26,697 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Castle.Core.dll
2018-09-14 13:39:26,722 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Castle.DynamicProxy2.dll
2018-09-14 13:39:26,746 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： DaoConfig.xsd
2018-09-14 13:39:26,766 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Ext.Net.dll
2018-09-14 13:39:26,785 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Ext.Net.Utilities.dll
2018-09-14 13:39:26,804 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.AppBiz.dll
2018-09-14 13:39:26,824 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.AppBiz.dll
2018-09-14 13:39:26,843 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.DbCI.dll
2018-09-14 13:39:26,863 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.DbCI.dll
2018-09-14 13:39:26,882 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.DbMapper.dll
2018-09-14 13:39:26,901 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.DbMapper.dll
2018-09-14 13:39:26,921 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is End： IEMS.Frame.DbMapper.dll
2018-09-14 13:39:26,942 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Mapper File：IEMS.Frame.DbMapper.dll
2018-09-14 13:39:26,962 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.DbRI.dll
2018-09-14 13:39:26,981 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.DbRI.dll
2018-09-14 13:39:27,002 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is End： IEMS.Frame.DbRI.dll
2018-09-14 13:39:27,021 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Mapper File：IEMS.Frame.DbRI.dll
2018-09-14 13:39:27,040 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.Entity.dll
2018-09-14 13:39:27,061 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.Entity.dll
2018-09-14 13:39:27,081 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.McUI.dll
2018-09-14 13:39:27,100 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.McUI.dll
2018-09-14 13:39:27,122 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.VoDto.dll
2018-09-14 13:39:27,142 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.VoDto.dll
2018-09-14 13:39:27,162 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.WebGlobal.dll
2018-09-14 13:39:27,184 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.WebGlobal.dll
2018-09-14 13:39:27,206 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.WebSite.dll
2018-09-14 13:39:27,227 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.WebSite.dll
2018-09-14 13:39:27,250 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.WebUI.dll
2018-09-14 13:39:27,270 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.WebUI.dll
2018-09-14 13:39:27,291 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.AppBiz.dll
2018-09-14 13:39:27,312 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.AppBiz.dll
2018-09-14 13:39:27,332 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.AppBiz.pdb
2018-09-14 13:39:27,353 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.AppBiz.pdb
2018-09-14 13:39:27,375 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.DbCI.dll
2018-09-14 13:39:27,396 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.DbCI.dll
2018-09-14 13:39:27,417 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.DbCI.pdb
2018-09-14 13:39:27,438 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.DbCI.pdb
2018-09-14 13:39:27,462 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.DbMapper.dll
2018-09-14 13:39:27,483 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.DbMapper.dll
2018-09-14 13:39:27,505 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is End： IEMS.JHWMS.DbMapper.dll
2018-09-14 13:39:27,526 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Mapper File：IEMS.JHWMS.DbMapper.dll
2018-09-14 13:39:27,565 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.DbMapper.pdb
2018-09-14 13:39:27,586 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.DbMapper.pdb
2018-09-14 13:39:27,605 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.DbRI.dll
2018-09-14 13:39:27,633 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.DbRI.dll
2018-09-14 13:39:27,659 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is End： IEMS.JHWMS.DbRI.dll
2018-09-14 13:39:27,680 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Mapper File：IEMS.JHWMS.DbRI.dll
2018-09-14 13:39:27,699 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.DbRI.pdb
2018-09-14 13:39:27,718 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.DbRI.pdb
2018-09-14 13:39:27,738 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.Entity.dll
2018-09-14 13:39:27,759 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.Entity.dll
2018-09-14 13:39:27,779 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.Entity.pdb
2018-09-14 13:39:27,799 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.Entity.pdb
2018-09-14 13:39:27,819 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.VoDto.dll
2018-09-14 13:39:27,840 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.VoDto.dll
2018-09-14 13:39:27,867 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.VoDto.pdb
2018-09-14 13:39:27,888 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.VoDto.pdb
2018-09-14 13:39:27,908 [12] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.WebUI.dll
