2018-11-16 08:53:22,843 [1] DEBUG ASP._global_asax [(null)] - Application_Start
2018-11-16 08:53:23,009 [1] DEBUG IEMS.Frame.WebGlobal.PluginManager [(null)] - PRIVATE_BINPATH=bin;
2018-11-16 08:53:23,025 [1] DEBUG ASP._global_asax [(null)] - SetPRIVATE_BINPATH
2018-11-16 08:53:23,110 [1] DEBUG ASP._global_asax [(null)] - new Routes().Registe();
2018-11-16 08:53:27,022 [7] DEBUG MSTL.DbAccess.DbVersion [(null)] - DbMapper：Frame>>Default
2018-11-16 08:53:27,066 [7] DEBUG MSTL.DbAccess.DbVersion [(null)] - DbMapper：Main>>Default
2018-11-16 08:53:27,114 [7] DEBUG MSTL.DbAccess.DbVersion [(null)] - DbMapper：JHWMS>>Default
2018-11-16 08:53:27,224 [7] ERROR IEMS.Frame.DbRI.SspPageMenuService [(null)] - 获取SQL语句出现异常:未将对象引用设置到对象的实例。
2018-11-16 08:53:27,244 [7] DEBUG IEMS.Frame.DbRI.SspPageMenuService [(null)] - 
2018-11-16 08:53:33,504 [7] ERROR IEMS.Frame.DbRI.SspPageMenuService [(null)] - 获取SQL语句出现异常:未将对象引用设置到对象的实例。
2018-11-16 08:53:33,522 [7] DEBUG IEMS.Frame.DbRI.SspPageMenuService [(null)] - 
2018-11-16 08:53:33,701 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Global.asax
2018-11-16 08:53:33,721 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Index.htm
2018-11-16 08:53:33,742 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Logout.htm
2018-11-16 08:53:33,760 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： NoPermit.aspx
2018-11-16 08:53:33,783 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Web.config
2018-11-16 08:53:33,803 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Web.Debug.config
2018-11-16 08:53:33,823 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： website.publishproj
2018-11-16 08:53:33,844 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.WebSite.Publish.pubxml
2018-11-16 08:53:33,895 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.JHWMS.WebSite.Publish.pubxml
2018-11-16 08:53:33,917 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： vssver2.scc
2018-11-16 08:53:33,943 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Castle.Core.dll
2018-11-16 08:53:33,967 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Castle.DynamicProxy2.dll
2018-11-16 08:53:33,986 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： DaoConfig.xsd
2018-11-16 08:53:34,005 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Ext.Net.dll
2018-11-16 08:53:34,026 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Ext.Net.Utilities.dll
2018-11-16 08:53:34,044 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： ICSharpCode.SharpZipLib.dll
2018-11-16 08:53:34,071 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.AppBiz.dll
2018-11-16 08:53:34,097 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.AppBiz.dll
2018-11-16 08:53:34,116 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.DbCI.dll
2018-11-16 08:53:34,133 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.DbCI.dll
2018-11-16 08:53:34,152 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.DbMapper.dll
2018-11-16 08:53:34,171 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.DbMapper.dll
2018-11-16 08:53:34,190 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is End： IEMS.Frame.DbMapper.dll
2018-11-16 08:53:34,213 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Mapper File：IEMS.Frame.DbMapper.dll
2018-11-16 08:53:34,232 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.Frame.DbRI.dll
2018-11-16 08:53:34,252 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is Start： IEMS.Frame.DbRI.dll
2018-11-16 08:53:34,271 [7] DEBUG MSTL.DbAccess.DbHelper [(null)] - File Is End： IEMS.Frame.DbRI.dll
