2018-10-29 08:54:20,847 [1] DEBUG ASP._global_asax [(null)] - Application_Start
2018-10-29 08:54:21,024 [1] DEBUG IEMS.Frame.WebGlobal.PluginManager [(null)] - PRIVATE_BINPATH=bin;
2018-10-29 08:54:21,071 [1] DEBUG ASP._global_asax [(null)] - SetPRIVATE_BINPATH
2018-10-29 08:54:21,087 [1] DEBUG ASP._global_asax [(null)] - new Routes().Registe();
2018-10-29 08:54:23,391 [7] DEBUG MSTL.DbAccess.DbVersion [(null)] - DbMapper：Frame>>Default
2018-10-29 08:54:23,412 [7] DEBUG MSTL.DbAccess.DbVersion [(null)] - DbMapper：Main>>Default
2018-10-29 08:54:23,430 [7] DEBUG MSTL.DbAccess.DbVersion [(null)] - DbMapper：JHWMS>>Default
2018-10-29 08:54:23,509 [7] ERROR IEMS.Frame.DbRI.SspPageMenuService [(null)] - 获取SQL语句出现异常:未将对象引用设置到对象的实例。
2018-10-29 08:54:23,523 [7] DEBUG IEMS.Frame.DbRI.SspPageMenuService [(null)] - 
2018-10-29 08:54:29,802 [8] ERROR IEMS.Frame.DbRI.SspPageMenuService [(null)] - 获取SQL语句出现异常:未将对象引用设置到对象的实例。
2018-10-29 08:54:29,817 [8] DEBUG IEMS.Frame.DbRI.SspPageMenuService [(null)] - 
2018-10-29 08:54:30,264 [8] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Global.asax
2018-10-29 08:54:30,304 [8] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Index.htm
2018-10-29 08:54:30,323 [8] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Logout.htm
2018-10-29 08:54:30,341 [8] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： NoPermit.aspx
2018-10-29 08:54:30,360 [8] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Web.config
2018-10-29 08:54:30,377 [8] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： Web.Debug.config
2018-10-29 08:54:30,394 [8] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： website.publishproj
2018-10-29 08:54:30,413 [8] DEBUG MSTL.DbAccess.DbHelper [(null)] - File： IEMS.JHWMS.WebSite.Publish.pubxml
